,id,pid,lot_subclass,lot_zone,lot_frontage,lot_area,access_road,access_alley,lot_shape,land_contour,utilities_type,lot_config,land_slope,neighborhood,cond_1,cond_2,house_type,house_style,house_qual,house_cond,year_built,year_remodel,roof_style,roof_material,exterior_type1,exterior_type2,wall_type,wall_area,exterior_qual,exterior_cond,foundation_type,bsmt_qual,bsmt_cond,bsmt_area,bsmt_type1_score,bsmt_type1_area,bsmt_type2_score,bsmt_type2_area,bsmt_unfinish_area,bsmt_total_area,heating_type,heating_cond,central_aircond,electrical_type,floor_1_area,floor_2_area,floor_lowqual_total_area,ground_total_area,bath_full_bsmt_num,bath_half_bsmt_num,bath_full_bsmt_num,bath_full_ground_num,bath_half_ground_num,kitchen_num,kitchen_qual,rooms_num,house_fn,fireplace_num,fireplace_score,garage_type,garage_year,garage_finish,garage_car_num,garage_area,garage_qual,garage_cond,driveway_type,wooddeck_area,porch_open_area,porch_enclosed_area,porch_3season_area,porch_screen_area,pool_area,pool_qual,fence_num,misc_feature,misc_value,sold_month,sold_year,sale_type,sale_price,interact_01,interact_02,interact_03
10,1044,527451290,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0.6,0.5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,0.6,0.6,CBlock,0.6,0.6,No,0.8333333333333334,387.0,0.16666666666666666,0.0,96.0,483.0,GasA,0.6,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,0.6,4,Typ,0,,Detchd,1971.0,Unf,1.0,264.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,7,2008,COD,85400,3884841,1182.6,592.1999999999999
11,2752,906380150,20,RL,64.0,7488,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7,0.5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8,0.6,PConc,0.8,0.6,Av,1.0,393.0,0.16666666666666666,0.0,815.0,1208.0,GasA,1.0,Y,SBrkr,1208,0,0,1208,0.0,0.0,2,0,2,1,0.8,6,Typ,0,,Attchd,2005.0,RFn,2.0,632.0,0.6,0.6,Y,105,58,0,0,0,0,,,,0,2,2006,WD ,183600,4020025,1403.5,845.5999999999999
12,807,906226060,70,RL,120.0,26400,Pave,,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,0.5,0.7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.8,0.6,PConc,,,,,0.0,,0.0,0.0,0.0,GasA,1.0,Y,SBrkr,1288,728,0,2016,0.0,0.0,1,0,4,1,0.6,7,Mod,1,0.6,Attchd,1900.0,Unf,2.0,576.0,0.6,0.6,P,0,0,0,0,0,0,,,,0,6,2009,WD ,131000,3773160,1003.5,1008.0
13,1177,533236070,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,0.8,0.5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,0.8,0.6,PConc,0.8,0.6,No,1.0,813.0,0.16666666666666666,0.0,147.0,960.0,GasA,1.0,Y,SBrkr,962,645,0,1607,1.0,0.0,2,1,3,1,0.8,7,Typ,0,,Detchd,2000.0,Unf,2.0,480.0,0.6,0.6,Y,169,0,0,0,0,0,,,,0,12,2008,ConLD,200000,3998000,1600.0,1285.6000000000001
14,1480,907418040,20,RL,74.0,9627,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7,0.5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8,0.6,PConc,0.8,0.6,Av,1.0,24.0,0.16666666666666666,0.0,1327.0,1351.0,GasA,1.0,Y,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,0.8,6,Typ,0,,Attchd,2007.0,RFn,2.0,610.0,0.6,0.6,Y,0,50,0,0,0,0,,,,0,6,2008,WD ,193000,4028049,1404.8999999999999,952.6999999999999
15,324,923202105,20,RL,93.0,10114,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.5,0.5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.6,PConc,1.0,0.6,Av,0.16666666666666666,0.0,0.16666666666666666,0.0,1430.0,1430.0,GasA,1.0,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,0.8,7,Typ,0,,Attchd,2004.0,RFn,2.0,624.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,3,2010,WD ,173500,4018020,1002.5,715.0
16,1311,902301140,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,0.5,0.5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,0.6,0.6,BrkTil,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,624.0,624.0,GasA,0.4,N,SBrkr,624,720,0,1344,0.0,0.0,1,0,4,1,0.6,7,Typ,0,,Detchd,1916.0,Unf,3.0,513.0,0.4,0.4,Y,0,0,96,0,0,0,,,,0,5,2008,COD,98000,3736200,975.0,672.0
17,770,905101490,20,RL,80.0,8816,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,0.5,0.6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.6,PConc,0.6,0.6,No,0.5,651.0,0.16666666666666666,0.0,470.0,1121.0,GasA,0.6,Y,SBrkr,1121,0,0,1121,1.0,0.0,1,0,3,1,0.6,5,Typ,0,,Detchd,1963.0,Unf,2.0,480.0,0.6,0.6,Y,0,80,0,0,0,0,,MnPrv,,0,6,2009,WD ,139000,3853369,981.5,560.5
18,2063,905107140,20,RL,71.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.6,0.5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,0.6,0.6,CBlock,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,660.0,660.0,GasA,1.0,Y,SBrkr,1285,0,0,1285,0.0,0.0,1,1,3,1,0.6,7,Typ,1,0.6,Attchd,1977.0,RFn,2.0,528.0,0.6,0.6,Y,138,0,0,0,0,0,,MnPrv,,0,4,2007,WD ,143500,3908529,1186.2,771.0
19,69,528458070,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,0.7,0.5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.6,PConc,0.8,0.6,Mn,1.0,24.0,0.16666666666666666,0.0,732.0,756.0,GasA,1.0,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,0.8,7,Typ,0,,Attchd,2009.0,Unf,2.0,614.0,0.6,0.6,Y,169,45,0,0,0,0,,,,0,6,2010,Con,215200,4036081,1406.3,1082.8999999999999
20,2062,905106150,20,RL,109.0,8724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.5,0.5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.6,CBlock,0.8,0.6,No,0.6666666666666666,492.0,0.16666666666666666,0.0,402.0,894.0,GasA,0.8,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,0.6,5,Typ,1,0.2,Attchd,1968.0,Fin,2.0,450.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,129000,3873024,984.0,447.0
21,351,527131030,120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,0.8,0.5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.8,0.6,PConc,0.8,0.6,No,1.0,1158.0,0.16666666666666666,0.0,343.0,1501.0,GasA,1.0,Y,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,1.0,5,Typ,1,1.0,Attchd,2000.0,Fin,2.0,499.0,0.6,0.6,Y,212,59,0,0,0,0,,,,0,10,2009,WD ,278000,4000000,1600.0,1327.2
22,2393,528142010,60,RL,103.0,12867,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0.8,0.5,2005,2006,Gable,CompShg,CemntBd,CmentBd,,,0.8,0.6,PConc,1.0,0.6,Av,0.16666666666666666,0.0,0.16666666666666666,0.0,1209.0,1209.0,GasA,1.0,Y,SBrkr,1209,1044,0,2253,0.0,0.0,2,1,3,1,1.0,8,Typ,1,0.8,Attchd,2005.0,Fin,2.0,575.0,0.6,0.6,Y,243,142,0,0,0,0,,,,0,7,2006,New,344133,4022030,1604.8000000000002,1802.4
23,12,527165230,20,RL,,7980,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,0.6,0.7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.6,0.8,PConc,0.8,0.6,No,0.8333333333333334,935.0,0.16666666666666666,0.0,233.0,1168.0,GasA,1.0,Y,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,0.6,6,Typ,0,,Attchd,1992.0,Fin,2.0,420.0,0.6,0.6,Y,483,21,0,0,0,0,,GdPrv,Shed,500,3,2010,WD ,185000,3997944,1204.2,712.1999999999999
24,2339,527250040,190,RL,100.0,34650,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,0.5,0.5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.6,0.6,CBlock,0.6,0.6,Mn,0.5,1056.0,0.16666666666666666,0.0,0.0,1056.0,GasA,0.6,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,0.6,5,Typ,0,,Attchd,1955.0,Fin,2.0,572.0,0.6,0.6,Y,264,0,0,0,0,0,,,,0,1,2006,WD ,145000,3822025,977.5,528.0
25,624,535104120,20,RL,92.0,10573,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.6,0.6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,0.6,0.6,CBlock,0.6,0.6,No,0.5,1312.0,0.16666666666666666,0.0,141.0,1453.0,GasA,1.0,Y,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,0.6,6,Typ,1,0.6,Attchd,1961.0,RFn,2.0,530.0,0.6,0.6,Y,0,49,0,0,288,0,,GdPrv,,0,4,2009,WD ,187500,3845521,1176.6,871.8
26,86,532376160,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,0.5,0.8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.6,0.8,CBlock,0.6,0.6,No,1.0,553.0,0.6666666666666666,117.0,224.0,894.0,GasA,1.0,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,0.6,5,Typ,1,0.8,Detchd,1973.0,Unf,1.0,336.0,0.6,0.6,Y,416,144,0,0,0,0,,MnPrv,,0,4,2010,WD ,138500,3947685,1004.5,447.0
27,1534,909277040,50,RL,,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,0.5,0.6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.6666666666666666,606.0,0.16666666666666666,0.0,336.0,942.0,GasA,1.0,Y,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,0.8,7,Min2,1,0.8,Detchd,1937.0,Unf,1.0,240.0,0.6,0.6,Y,0,40,0,0,0,0,,,,0,7,2008,WD ,198000,3864315,997.5,969.0
28,2243,911103060,190,C (all),75.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,0.5,0.6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.8,CBlock,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,957.0,957.0,GasA,0.4,N,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,0.6,9,Typ,0,,,,,0.0,0.0,,,N,0,0,133,0,0,0,,,,0,6,2007,WD ,119600,3801370,1003.0,995.5
29,1957,535450190,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,0.5,0.7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.6,0.8,CBlock,0.6,0.6,Mn,0.16666666666666666,0.0,0.16666666666666666,0.0,672.0,672.0,GasA,1.0,Y,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,0.6,6,Typ,1,0.2,Detchd,2003.0,Unf,2.0,576.0,0.6,0.6,Y,0,0,0,0,0,0,,MnPrv,Shed,2000,7,2007,WD ,122900,3909694,1003.0,462.0
30,380,527355150,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,0.8,0.5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,0.8,0.6,PConc,0.8,0.6,No,0.8333333333333334,1104.0,0.16666666666666666,0.0,1420.0,2524.0,GasA,0.6,Y,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,0.8,9,Typ,1,0.8,Attchd,1981.0,Fin,2.0,542.0,0.6,0.6,Y,474,120,0,0,0,0,,MnPrv,,0,7,2009,WD ,278000,3924361,1584.8000000000002,2019.2
31,2860,909276010,70,RL,,11435,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,0.8,0.7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,0.6,0.6,PConc,0.8,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,792.0,792.0,GasA,0.4,Y,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,0.8,7,Typ,2,0.8,Detchd,1931.0,Unf,2.0,400.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,230000,3761550,1560.0,1213.6000000000001
32,2517,533250130,120,RL,30.0,9549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,0.8,0.5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,0.8,0.8,PConc,0.8,0.8,Av,0.3333333333333333,437.0,1.0,1057.0,0.0,1494.0,GasA,1.0,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,1.0,6,Typ,1,0.8,Attchd,1995.0,Fin,2.0,481.0,0.6,0.6,Y,0,30,0,0,216,0,,,,0,4,2006,WD ,270000,3982020,1596.8000000000002,1195.2
33,1933,535302070,20,RL,60.0,10950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.6,0.6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.8333333333333334,441.0,0.16666666666666666,0.0,507.0,948.0,GasA,0.6,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,0.6,5,Typ,0,,Detchd,1952.0,Unf,2.0,410.0,0.6,0.6,N,0,48,0,0,0,0,,,,0,4,2007,WD ,125000,3810304,1171.2,568.8
34,820,906340110,20,RL,79.0,10637,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.8,0.5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,0.8,0.6,PConc,1.0,0.6,Gd,1.0,1288.0,0.16666666666666666,0.0,417.0,1705.0,GasA,1.0,Y,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,0.8,7,Typ,1,0.8,Attchd,2007.0,RFn,3.0,826.0,0.6,0.6,Y,208,44,0,0,0,0,,,,0,9,2009,WD ,297000,4030056,1606.4,1374.4
35,675,535426150,20,RL,80.0,9000,Pave,,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,0.6,0.6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,0.6,0.6,CBlock,0.8,0.6,Gd,0.16666666666666666,0.0,0.16666666666666666,0.0,160.0,160.0,GasA,0.4,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,0.6,5,Typ,1,0.8,Basment,1958.0,RFn,1.0,384.0,0.6,0.6,Y,0,28,64,0,0,0,,,,0,4,2009,WD ,113500,3833764,1174.8,685.1999999999999
36,2910,923225240,160,RM,41.0,2665,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,0.5,0.6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.6,0.6,PConc,0.6,0.6,No,0.8333333333333334,548.0,0.5,173.0,36.0,757.0,GasA,1.0,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,0.6,6,Typ,1,0.6,Attchd,1977.0,RFn,1.0,336.0,0.6,0.6,Y,104,26,0,0,0,0,,,,0,7,2006,WD ,127000,3908529,988.5,737.5
37,21,527358140,20,RL,105.0,11751,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0.6,0.6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,0.6,0.6,CBlock,0.8,0.6,No,0.6666666666666666,705.0,0.16666666666666666,0.0,1139.0,1844.0,GasA,1.0,Y,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,0.6,7,Typ,1,0.6,Attchd,1977.0,RFn,2.0,546.0,0.6,0.6,Y,0,122,0,0,0,0,,MnPrv,,0,1,2010,COD,190000,3908529,1186.2,1106.3999999999999
38,1873,534177210,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0.7,0.6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,0.6,0.6,CBlock,0.6,0.6,No,0.8333333333333334,916.0,0.16666666666666666,0.0,326.0,1242.0,GasA,0.4,Y,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,0.6,6,Typ,1,0.6,Attchd,1973.0,Unf,2.0,528.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,9,2007,WD ,175500,3892729,1381.1,869.4
39,2125,907135050,20,RL,60.0,8428,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.5,0.7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.8,PConc,0.8,0.8,No,1.0,420.0,0.16666666666666666,0.0,570.0,990.0,GasA,1.0,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,0.6,5,Typ,0,,Detchd,1995.0,Unf,1.0,384.0,0.6,0.6,Y,256,0,0,0,0,0,,,,0,7,2007,WD ,146000,3976036,997.0,495.0
40,1489,908102260,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.5,0.6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.8,0.6,CBlock,0.6,0.6,No,0.6666666666666666,830.0,0.3333333333333333,290.0,136.0,1256.0,GasA,0.8,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,0.6,6,Typ,0,,Attchd,1965.0,Fin,1.0,276.0,0.6,0.6,Y,736,68,0,0,0,0,,,,0,6,2008,WD ,147500,3861225,982.5,628.0
41,2383,528110050,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.0,0.5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,1.0,0.6,PConc,1.0,0.8,Gd,1.0,1386.0,0.16666666666666666,0.0,690.0,2076.0,GasA,1.0,Y,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,1.0,7,Typ,1,0.8,Attchd,2006.0,Fin,3.0,850.0,0.6,0.6,Y,216,229,0,0,0,0,,,,0,9,2006,New,465000,4024036,2006.0,2076.0
