1,id,pid,lot_subclass,lot_frontage,lot_area,house_qual,house_cond,year_built,year_remodel,wall_area,floor_1_area,floor_2_area,floor_lowqual_total_area,ground_total_area,bath_full_ground_num,bath_half_ground_num,kitchen_num,rooms_num,fireplace_num,garage_year,wooddeck_area,porch_open_area,porch_enclosed_area,porch_3season_area,porch_screen_area,pool_area,misc_value,sold_month,sold_year,sale_price
floor_1_area,-0.02808186424666258,-0.16261962645478573,-0.2536139190156025,0.43215324528033866,0.3481232249740741,0.47478295433119927,-0.153063514770784,0.3269768266229296,0.24455093054797472,0.36361500456838,1.0,-0.2842185221900843,-0.009843437154090143,0.5302793560912961,-0.12955908489311752,0.09931034499362837,0.07838595391759706,0.37137506711339857,0.38650525013062076,0.2654722141205074,0.21536357271221154,0.22441187568231716,-0.042451120689104886,0.07108423504215824,0.09604312383784396,0.08214260787254184,-0.004416658701989013,0.03000190423785569,-0.005559288384136063,0.6482516506656046
floor_2_area,-0.00809936760220394,-0.005949213663839363,0.30565467037677085,0.0058786026076063595,0.02589767411610835,0.22822194881850488,0.0110913043309514,0.021941599434401497,0.1594550590562139,0.1016574819574077,-0.2842185221900843,1.0,0.014691239344947675,0.6558655733526584,0.6151186013416814,0.5033415836846237,0.045399742200800834,0.5813559263060288,0.17093341069454104,0.09206245175435848,0.11016124607330131,0.1673619570175167,0.021224164535637306,-0.033155351847598345,0.03522581398240093,0.003777327602614022,0.02064824398995248,0.03218511271690801,-0.012269084460714896,0.24882550331596165
floor_lowqual_total_area,0.011766568061550088,0.072414691752506,0.031055205790506052,0.0005598987097088603,0.0019619706400288133,-0.05224060497718223,0.004700032950284955,-0.15938987966194298,-0.06649887937950222,-0.06220447517635206,-0.009843437154090143,0.014691239344947675,1.0,0.11036751018831861,-0.04135131475096496,0.07344105283613185,0.00625561281018863,0.12370382856018926,-0.0015419156660704363,-0.05562694488009364,-0.017066656446133397,-0.005795460988993818,0.08985021427444365,-0.0034717030136639983,0.014188230689341245,-0.0064479970338304805,-0.0055496608360431805,0.02447621716212343,0.001266177787453732,-0.04160798938613878
ground_total_area,-0.02777109987518988,-0.12449089086784479,0.07315107570099824,0.34630592036962843,0.2945424889042583,0.5649331777909486,-0.10922691246295359,0.2576050445476584,0.3235323471982053,0.36481545121579384,0.5302793560912961,0.6558655733526584,0.11036751018831861,1.0,0.4334596811594624,0.5261963956192851,0.10159877493709972,0.8121286437704776,0.4511902030564133,0.2863378616626125,0.26276967516527194,0.3211293410522104,-0.005080669044568719,0.02605577648646579,0.10729793838015676,0.06672857004703504,0.014059855166723588,0.05418282640011002,-0.014953807584646829,0.7194632022924587
bath_full_ground_num,-0.042625272861559885,-0.165452649619524,0.18006230797844353,0.0269286537490646,0.043360051313083056,0.27271733615133337,-0.09272504626100855,0.28214872591104967,0.2230068606622176,0.18901460580517945,-0.12955908489311752,0.6151186013416814,-0.04135131475096496,0.4334596811594624,1.0,0.23171641676545696,-0.03992962921460925,0.33789786309239894,0.2006782377518018,0.23551141851503152,0.1230044684868942,0.17780656460065133,-0.10021247100772669,-0.02702561475171366,0.04710272462182582,-0.00668571530373412,0.049850858203920094,0.010865714953453292,0.0022465552818524285,0.2833715747187073
bath_half_ground_num,0.01102467889306273,0.009548198046101374,-0.00395497875980213,0.2285767091077232,0.14343846508118732,0.05469196287514476,-0.010118930043828933,-0.04170141662838449,-0.01928260858298114,0.058297589132026005,0.09931034499362837,0.5033415836846237,0.07344105283613185,0.5261963956192851,0.23171641676545696,1.0,0.2271882106611847,0.6650094151128524,0.08034206543565497,-0.03726138793365913,0.03655179298368169,0.05715591429918443,0.032887482446786916,-0.03385293840137197,0.019495078732967203,0.027335680709463628,0.035660946301695105,0.06925366964946349,-0.012006149542922314,0.1371453856865253
kitchen_num,-0.0023133751248885152,0.068658765316173,0.25208309238924503,0.018031769621770933,-0.012508878893086021,-0.17104445897197493,-0.09584097876657967,-0.12701426585210476,-0.13578702119185732,-0.0706321764805986,0.07838595391759706,0.045399742200800834,0.00625561281018863,0.10159877493709972,-0.03992962921460925,0.2271882106611847,1.0,0.2805225571084948,-0.1347810867810904,-0.07567987263847768,-0.08986093294682383,-0.08363959562625865,0.01611535408224245,-0.02103806649003881,-0.058947163311996564,-0.012216251662485363,0.04544356222517963,0.04715551017605499,0.020760660031935493,-0.12547241090451455
rooms_num,-0.01151113229256606,-0.09055675789258953,0.03708084794394282,0.34901759960245116,0.219947022685989,0.3752677960925861,-0.09230783298763538,0.13396844476550177,0.19949173304932336,0.255277813616265,0.37137506711339857,0.5813559263060288,0.12370382856018926,0.8121286437704776,0.33789786309239894,0.6650094151128524,0.2805225571084948,1.0,0.30388063687055034,0.18358384495711444,0.17417095792618037,0.20746084052486777,0.007265148601008568,-0.007728290520377155,0.048109053578715096,0.0533116686548803,0.02818835227818839,0.054420829206120465,-0.020976759194119038,0.5097754066998845
fireplace_num,-0.03870485152255038,-0.12436666429105435,-0.05458007197469528,0.23546997133952793,0.27699709901747716,0.3841465208050754,-0.005000845044216572,0.16623123882233465,0.13622740453376597,0.2595786741576025,0.38650525013062076,0.17093341069454104,-0.0015419156660704363,0.4511902030564133,0.2006782377518018,0.08034206543565497,-0.1347810867810904,0.30388063687055034,1.0,0.07956057535253232,0.23523157486538793,0.15829044427508374,0.010519130605162788,0.026836186747260963,0.16870682643588497,0.08847153182110783,-0.01104107426016379,0.020369235613539993,0.0072444672967694095,0.4737828809435042
garage_year,-0.05130220426245123,-0.25284940577298537,0.08548510116898508,0.061221372208913466,-0.0023312641901745367,0.5739088831323781,-0.3314013859226334,0.8250703392049216,0.6735815059145437,0.2644210019307398,0.2654722141205074,0.09206245175435848,-0.05562694488009364,0.2863378616626125,0.23551141851503152,-0.03726138793365913,-0.07567987263847768,0.18358384495711444,0.07956057535253232,1.0,0.22008474677437923,0.22303508671844816,-0.29600822707214725,0.02515365105700836,-0.05405513239890503,-0.021570586207305908,-0.016594175219887028,0.013879768953167695,-0.005097458189561078,0.5345142854952766
wooddeck_area,-0.01053296664209567,-0.0436262250733668,0.0030839421853066096,0.10774865186955068,0.14801425707745164,0.2528897822499271,0.01218180884807184,0.21457069995221495,0.21456335834686757,0.1533047119038652,0.21536357271221154,0.11016124607330131,-0.017066656446133397,0.26276967516527194,0.1230044684868942,0.03655179298368169,-0.08986093294682383,0.17417095792618037,0.23523157486538793,0.22008474677437923,1.0,0.03533008362954038,-0.11363468341220902,-0.010662688775375361,-0.06736520927210828,0.12820371061620656,0.04554752808891212,0.01708256406416119,2.4600517497991482e-05,0.3276288613401406
porch_open_area,-0.0013637736624550535,-0.08751850988144444,-0.017906041699438217,0.16115522271877372,0.11670147793369715,0.30050389796251187,-0.05043351145255347,0.20477831271477537,0.2624797312233835,0.13931073568709,0.22441187568231716,0.1673619570175167,-0.005795460988993818,0.3211293410522104,0.17780656460065133,0.05715591429918443,-0.08363959562625865,0.20746084052486777,0.15829044427508374,0.22303508671844816,0.03533008362954038,1.0,-0.07619727966078836,-0.006919956269459319,0.06130892942403886,0.054442674439589424,0.02105812001708824,0.04329344434897706,-0.024656548181235808,0.3385450775379688
porch_enclosed_area,0.03391529398728803,0.1506474600530002,-0.03999843214884073,-0.0004141869850373199,0.016749020444697366,-0.1541204209146124,0.10815338750233473,-0.37993426770164823,-0.2372688935071514,-0.1066861128132132,-0.042451120689104886,0.021224164535637306,0.08985021427444365,-0.005080669044568719,-0.10021247100772669,0.032887482446786916,0.01611535408224245,0.007265148601008568,0.010519130605162788,-0.29600822707214725,-0.11363468341220902,-0.07619727966078836,1.0,-0.032185723595646136,-0.06916262967011912,-0.013872463658062013,0.02703766138258736,0.004364359256300288,-0.006334093032284052,-0.1357127348297931
porch_3season_area,-0.022751048842928574,-0.02458802864809677,-0.030133412440221736,0.033767753894374614,0.020589418680622557,0.0323288265720285,0.0268598581776074,0.016236563601447287,0.040558905853848706,0.011859673571118317,0.07108423504215824,-0.033155351847598345,-0.0034717030136639983,0.02605577648646579,-0.02702561475171366,-0.03385293840137197,-0.02103806649003881,-0.007728290520377155,0.026836186747260963,0.02515365105700836,-0.010662688775375361,-0.006919956269459319,-0.032185723595646136,1.0,-0.02960404372094229,-0.006135162881512643,-0.004500686409608019,0.020036516953938526,0.01940441680562533,0.04872090864957098
porch_screen_area,0.0098820015573331,-0.041763139811921875,-0.03893959285175276,0.07973660120721929,0.07088985741658385,0.04970091824315195,0.04722373624592376,-0.037555710342999385,-0.04091427842386581,0.08939023040681708,0.09604312383784396,0.03522581398240093,0.014188230689341245,0.10729793838015676,0.04710272462182582,0.019495078732967203,-0.058947163311996564,0.048109053578715096,0.16870682643588497,-0.05405513239890503,-0.06736520927210828,0.06130892942403886,-0.06916262967011912,-0.02960404372094229,1.0,0.036328564012555915,0.014871108655077013,0.029296243980586247,-0.017685904796402592,0.13455538780651688
pool_area,0.057847376832643585,-0.0005291406148217536,-0.005250210377667506,0.08537848933529604,0.07013841353044838,-0.010642782263762474,-0.002792048981745757,-0.0038112540455110706,-0.03056697515658284,-0.012761438323198275,0.08214260787254184,0.003777327602614022,-0.0064479970338304805,0.06672857004703504,-0.00668571530373412,0.027335680709463628,-0.012216251662485363,0.0533116686548803,0.08847153182110783,-0.021570586207305908,0.12820371061620656,0.054442674439589424,-0.013872463658062013,-0.006135162881512643,0.036328564012555915,1.0,0.02618474895098296,-0.03268927515285375,-0.057116789167813334,0.025805390512439453
misc_value,-0.03270521870788854,-0.014021120344052666,-0.01983022910477039,0.013633637246672608,0.04271041844264655,-0.022691673301613837,0.028513112354963913,-0.022036153856276552,-0.02467508889465372,-0.018527718435444065,-0.004416658701989013,0.02064824398995248,-0.0055496608360431805,0.014059855166723588,0.049850858203920094,0.035660946301695105,0.04544356222517963,0.02818835227818839,-0.01104107426016379,-0.016594175219887028,0.04554752808891212,0.02105812001708824,0.02703766138258736,-0.004500686409608019,0.014871108655077013,0.02618474895098296,1.0,-0.0006000446020794417,0.034073988080509474,-0.010322765451543366
sold_month,0.12738113016046937,-0.03253203537121415,0.013693483149123517,-0.008145876207105543,0.007862714218787889,0.020040355370727236,-0.0032787677551540948,-0.006788995094695534,0.01184961990368434,-0.002158609477064554,0.03000190423785569,0.03218511271690801,0.02447621716212343,0.05418282640011002,0.010865714953453292,0.06925366964946349,0.04715551017605499,0.054420829206120465,0.020369235613539993,0.013879768953167695,0.01708256406416119,0.04329344434897706,0.004364359256300288,0.020036516953938526,0.029296243980586247,-0.03268927515285375,-0.0006000446020794417,1.0,-0.14715004433738726,0.032508240664119795
sold_year,-0.9757650415738743,0.008693165785426804,-0.03313389658322551,0.009274598354408976,-0.029471010929131913,-0.01105995581878505,0.04757027976399545,-0.00331511203712493,0.04302251622185912,-0.01741927811013749,-0.005559288384136063,-0.012269084460714896,0.001266177787453732,-0.014953807584646829,0.0022465552818524285,-0.012006149542922314,0.020760660031935493,-0.020976759194119038,0.0072444672967694095,-0.005097458189561078,2.4600517497991482e-05,-0.024656548181235808,-0.006334093032284052,0.01940441680562533,-0.017685904796402592,-0.057116789167813334,0.034073988080509474,-0.14715004433738726,1.0,-0.015173676116029133
sale_price,-0.05141591008042224,-0.2550677085231337,-0.08733120857793228,0.35552980246085186,0.3037440460663828,0.8034623524018427,-0.09709281151955167,0.5724050297123932,0.5508715191778374,0.5200230606305775,0.6482516506656046,0.24882550331596165,-0.04160798938613878,0.7194632022924587,0.2833715747187073,0.1371453856865253,-0.12547241090451455,0.5097754066998845,0.4737828809435042,0.5345142854952766,0.3276288613401406,0.3385450775379688,-0.1357127348297931,0.04872090864957098,0.13455538780651688,0.025805390512439453,-0.010322765451543366,0.032508240664119795,-0.015173676116029133,1.0
